,County,DistrictCode,DistrictName,SchoolCode,SchoolName,CurrentSchoolType,GradeLevel,All Students,Female,Gender X,Male,American Indian/ Alaskan Native,Asian,Black/ African American,Hispanic/ Latino of any race(s),Native Hawaiian/ Other Pacific Islander,Two or More Races,White,English Language Learners,Foster Care,Highly Capable,Homeless,Low-Income,Migrant,Military Parent,Mobile,Section 504,Students with Disabilities,Non-English Language Learners,Non-Foster Care,Non-Highly Capable,Non-Homeless,Non-Low Income,Non Migrant
13583,Pierce,27010.0,Tacoma School District,5169.0,Science and Math Institute,P,12th Grade,110,56,1,53,1,12,14,14,0,3,66,2,0,27,5,42,0,0,1,12,10,108,110,83,105,68,110
13612,Pierce,27010.0,Tacoma School District,5192.0,Special Services,A,12th Grade,3,1,0,2,0,0,2,1,0,0,0,0,0,0,0,2,0,0,1,0,3,3,3,3,3,1,3
13624,Pierce,27010.0,Tacoma School District,2084.0,Stadium,P,12th Grade,363,182,1,180,4,43,44,41,5,26,200,20,0,50,9,109,0,3,25,22,38,343,358,313,354,254,363
13642,Pierce,27010.0,Tacoma School District,5307.0,Tacoma Open Doors,R,12th Grade,348,184,0,164,5,12,71,70,5,25,160,1,0,1,38,199,1,1,104,25,31,347,342,347,310,149,347
13648,Pierce,27010.0,Tacoma School District,1860.0,Tacoma School of the Arts,P,12th Grade,134,85,0,49,6,6,30,19,4,3,66,0,0,8,2,47,0,1,2,12,13,134,134,126,132,87,134
13685,Pierce,27010.0,Tacoma School District,3246.0,Wilson,P,12th Grade,289,134,0,155,4,30,33,43,6,17,156,11,0,26,11,111,0,0,9,11,31,278,287,263,278,178,289
13700,Grays Harbor,14077.0,Taholah School District,3580.0,Taholah High School,P,12th Grade,19,10,0,9,15,0,0,3,0,1,0,0,0,0,1,16,3,0,1,0,3,19,19,19,18,3,16
13760,King,17409.0,Tahoma School District,2849.0,Tahoma Senior High School,P,12th Grade,650,326,0,324,2,31,23,63,3,45,483,5,0,23,1,77,0,4,14,48,80,645,650,627,649,573,650
13774,Whitman,38265.0,Tekoa School District,3418.0,Tekoa High School,P,12th Grade,9,4,0,5,0,0,0,0,0,0,9,0,0,0,0,4,0,0,0,0,0,9,9,9,9,5,9
13790,Thurston,34402.0,Tenino School District,3509.0,Tenino High School,P,12th Grade,94,43,0,51,2,1,0,10,0,1,80,2,0,0,1,33,0,0,2,4,12,92,94,94,93,61,94
13802,Kittitas,19400.0,Thorp School District,2514.0,Thorp Elem & Jr Sr High,P,12th Grade,9,6,0,3,0,0,0,1,0,0,8,0,0,1,1,7,0,0,2,0,2,9,9,8,8,2,9
13817,Lewis,21237.0,Toledo School District,5190.0,Cowlitz Prairie Academy,P,12th Grade,20,13,0,7,0,0,0,3,0,2,15,0,0,1,6,15,0,0,4,0,2,20,20,19,14,5,20
13832,Lewis,21237.0,Toledo School District,2616.0,Toledo High School,P,12th Grade,73,32,0,41,1,1,1,7,0,4,59,0,0,3,7,37,0,0,2,3,11,73,73,70,66,36,73
13849,Okanogan,24404.0,Tonasket School District,2679.0,Tonasket High School,P,12th Grade,73,33,0,40,1,0,0,29,0,4,39,3,0,0,4,44,16,0,4,1,8,70,72,73,69,29,57
13858,Yakima,39202.0,Toppenish School District,1508.0,Computer Academy Toppenish High School,A,12th Grade,64,27,0,37,10,0,0,52,0,1,1,24,0,0,4,63,17,0,13,2,2,40,64,64,60,1,47
13884,Yakima,39202.0,Toppenish School District,5262.0,Northwest Allprep,5,12th Grade,149,84,0,65,4,2,6,17,0,2,118,15,0,0,0,49,1,0,35,0,8,134,149,149,149,100,148
13895,Yakima,39202.0,Toppenish School District,2900.0,Toppenish High School,P,12th Grade,197,104,0,93,20,0,0,171,0,1,5,51,0,23,1,179,36,0,4,2,31,146,196,174,196,18,161
13913,Walla Walla,36300.0,Touchet School District,2160.0,Touchet Elem & High School,P,12th Grade,12,4,0,8,0,0,0,7,0,0,5,1,0,0,2,6,0,0,0,0,0,11,12,12,10,6,12
13937,Cowlitz,8130.0,Toutle Lake School District,2560.0,Toutle Lake High School,P,12th Grade,44,20,0,24,1,1,0,3,0,1,38,0,0,15,2,17,0,0,1,1,8,44,44,29,42,27,44
13950,Klickitat,20400.0,Trout Lake School District,2676.0,Trout Lake School,P,12th Grade,12,4,0,8,1,1,0,1,0,1,8,0,0,0,0,0,0,0,0,0,1,12,12,12,12,12,12
13967,King,17406.0,Tukwila School District,2848.0,Foster Senior High School,P,12th Grade,226,99,0,127,2,70,52,55,10,17,20,59,0,0,32,164,1,0,11,3,30,167,225,226,194,62,225
13971,King,17406.0,Tukwila School District,5315.0,Renton Technical College,R,12th Grade,2,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,2,2,2,2
13995,King,17406.0,Tukwila School District,5536.0,Tukwila Online Learning,A,12th Grade,10,3,0,7,0,0,1,4,0,0,5,0,0,0,0,4,0,0,2,0,0,10,10,10,10,6,10
14003,Thurston,34033.0,Tumwater School District,4500.0,A G West Black Hills High School,P,12th Grade,188,92,0,96,1,7,2,18,0,21,139,0,0,19,9,43,0,6,7,9,18,188,187,169,179,145,188
14015,Thurston,34033.0,Tumwater School District,1713.0,Cascadia High School,A,12th Grade,77,41,0,36,0,0,3,3,0,6,65,0,0,0,11,41,0,1,11,10,11,77,77,77,66,36,77
14045,Thurston,34033.0,Tumwater School District,5014.0,New Market High School,A,12th Grade,42,12,0,30,3,0,3,6,0,3,27,0,0,0,7,16,0,0,8,3,8,42,40,42,35,26,42
14049,Thurston,34033.0,Tumwater School District,4225.0,New Market Skills Center,V,12th Grade,130,45,0,85,1,2,1,25,0,1,100,0,0,0,0,18,0,2,0,0,0,130,129,130,130,112,130
14060,Thurston,34033.0,Tumwater School District,3925.0,Thurs Co Juv Det/Tumwater West E,J,12th Grade,3,1,0,2,0,0,0,0,0,0,3,0,0,0,0,1,0,0,3,0,0,3,3,3,3,2,3
14065,Thurston,34033.0,Tumwater School District,3362.0,Tumwater High School,P,12th Grade,311,154,0,157,1,9,3,33,3,26,236,4,0,9,10,87,0,0,7,8,35,307,308,302,301,224,311
14103,Pierce,27083.0,University Place School District,3600.0,Curtis Senior High,P,12th Grade,483,246,0,237,2,64,32,53,7,77,248,8,0,25,12,157,0,29,19,37,51,475,482,458,471,326,483
14149,Stevens,33070.0,Valley School District,5223.0,Paideia High School,5,12th Grade,11,6,0,5,0,0,0,0,0,2,9,0,0,1,3,5,0,0,1,0,0,11,10,10,8,6,11
14184,Clark,6037.0,Vancouver School District,3423.0,Columbia River High,P,12th Grade,320,160,0,160,4,12,3,41,4,22,234,4,0,191,7,92,0,0,8,12,56,316,320,129,313,228,320
14221,Clark,6037.0,Vancouver School District,2179.0,Fort Vancouver High School,P,12th Grade,336,172,0,164,1,22,22,113,20,11,147,61,0,147,20,223,0,1,35,5,52,275,335,189,316,113,336
14235,Clark,6037.0,Vancouver School District,1738.0,Gate Work Study Program,S,12th Grade,33,11,0,22,1,0,2,2,0,2,26,3,0,0,1,15,0,0,2,0,32,30,32,33,32,18,33
14275,Clark,6037.0,Vancouver School District,3081.0,Hudson's Bay High School,P,12th Grade,237,114,0,123,3,4,7,73,7,14,129,15,0,120,10,139,1,1,16,6,37,222,237,117,227,98,236
14291,Clark,6037.0,Vancouver School District,3932.0,Lewis and Clark High School,P,12th Grade,21,10,0,11,0,0,0,4,0,2,15,0,0,1,2,12,0,0,1,3,10,21,20,20,19,9,21
14321,Clark,6037.0,Vancouver School District,5342.0,Open Doors,R,12th Grade,132,60,0,72,2,4,6,30,2,7,81,3,0,0,8,70,0,1,47,4,20,129,129,132,124,62,132
14360,Clark,6037.0,Vancouver School District,4504.0,Skyview High School,P,12th Grade,460,215,0,245,1,20,9,64,4,38,324,9,0,284,2,92,0,0,7,23,46,451,460,176,458,368,460
14383,Clark,6037.0,Vancouver School District,5271.0,Vancouver iTech Preparatory,P,12th Grade,39,14,0,25,0,2,3,5,0,3,26,0,0,39,1,11,0,0,0,5,0,39,38,0,38,28,39
14391,Clark,6037.0,Vancouver School District,1689.0,Vancouver School of Arts and Academics,P,12th Grade,68,47,0,21,1,1,3,7,0,4,52,0,0,50,1,14,0,0,3,5,2,68,67,18,67,54,68
14399,Clark,6037.0,Vancouver School District,5149.0,Vancouver Virtual Learning Academy,A,12th Grade,174,79,0,95,3,2,5,48,8,12,96,17,0,0,13,82,1,1,55,5,31,157,173,174,161,92,173
14432,King,17402.0,Vashon Island School District,1822.0,Family Link,A,12th Grade,3,1,0,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,2,1,3,3,3,3,3,3
14450,King,17402.0,Vashon Island School District,1938.0,Student Link,A,12th Grade,21,9,0,12,0,1,0,3,0,1,16,1,0,0,3,11,0,0,2,5,5,20,21,21,18,10,21
14455,King,17402.0,Vashon Island School District,2419.0,Vashon Island High School,P,12th Grade,123,58,0,65,0,3,1,10,0,8,101,2,0,8,2,17,0,1,5,10,8,121,123,115,121,106,123
14481,Wahkiakum,35200.0,Wahkiakum School District,3467.0,Wahkiakum High School,P,12th Grade,39,15,0,24,0,0,0,4,0,0,35,0,0,2,6,25,0,0,2,1,13,39,39,37,33,14,39
14510,Grant,13073.0,Wahluke School District,1835.0,Sentinel Tech Alt School,A,12th Grade,6,1,0,5,0,0,0,6,0,0,0,3,0,0,0,6,2,0,2,0,0,3,6,6,6,0,4
14514,Grant,13073.0,Wahluke School District,4254.0,Wahluke High School,P,12th Grade,142,79,0,63,1,0,0,136,0,1,4,36,0,0,13,113,66,0,4,3,14,106,142,142,129,29,76
14535,Walla Walla,36401.0,Waitsburg School District,2386.0,Waitsburg High School,P,12th Grade,18,8,0,10,0,1,0,1,0,1,15,0,0,0,0,9,0,0,0,1,3,18,18,18,18,9,18
14576,Walla Walla,36140.0,Walla Walla Public Schools,4071.0,Lincoln High School,A,12th Grade,34,19,0,15,0,0,1,7,0,0,26,0,0,0,5,28,1,0,5,0,10,34,34,34,29,6,33
14592,Walla Walla,36140.0,Walla Walla Public Schools,5337.0,SE AREA TECHNICAL SKILLS CENTER,V,12th Grade,15,8,0,7,0,0,0,8,0,0,7,0,0,0,0,6,0,0,0,0,0,15,15,15,15,9,15
14603,Walla Walla,36140.0,Walla Walla Public Schools,3468.0,Walla Walla High School,P,12th Grade,417,216,0,201,2,7,4,151,0,14,239,12,0,41,9,192,12,1,17,26,60,405,414,376,408,225,405
14608,Walla Walla,36140.0,Walla Walla Public Schools,5460.0,Walla Walla Open Doors,R,12th Grade,124,59,0,65,1,1,1,42,1,1,77,3,0,0,8,70,2,1,30,4,5,121,123,124,116,54,122
14621,Yakima,39207.0,Wapato School District,4022.0,Pace Alternative High School,A,12th Grade,27,10,0,17,11,0,0,13,0,0,3,15,0,0,1,25,9,1,14,0,4,12,27,27,26,2,18
14634,Yakima,39207.0,Wapato School District,3141.0,Wapato High School,P,12th Grade,181,94,0,87,26,5,0,139,0,6,5,45,0,18,8,165,58,1,3,5,8,136,181,163,173,16,123
14651,Grant,13146.0,Warden School District,3273.0,Warden High School,P,12th Grade,65,32,0,33,0,1,1,45,0,0,18,7,0,0,7,37,13,0,5,3,9,58,65,65,58,28,52
14660,Thurston,34975.0,Washington Center for Deaf and Hard of Hearing Youth,4246.0,Washington State School for the Deaf,I,12th Grade,8,6,0,2,1,1,2,0,0,0,4,0,0,0,0,6,0,0,1,0,7,8,8,8,8,2,8
14674,Thurston,34979.0,Washington Military Department,5302.0,Washington Youth Academy,I,12th Grade,14,4,0,10,0,0,1,8,0,1,4,0,0,0,1,14,0,0,14,2,8,14,14,14,13,0,14
14715,Clark,6112.0,Washougal School District,3147.0,Washougal High School,P,12th Grade,278,131,0,147,4,4,3,28,0,18,221,2,0,24,8,101,0,2,16,21,49,276,278,254,270,177,278
14722,Adams,1109.0,Washtucna School District,3075.0,Washtucna Elementary/High School,P,12th Grade,2,1,0,1,0,0,0,1,0,0,1,0,0,2,0,2,0,0,0,0,0,2,2,0,2,0,2
14744,Douglas,9209.0,Waterville School District,2162.0,Waterville High School,P,12th Grade,26,9,0,17,0,0,0,7,0,1,18,1,0,0,1,10,0,0,0,0,6,25,26,26,25,16,26
14759,Stevens,33049.0,Wellpinit School District #49,5461.0,Wellpinit Fort Simcoe SEA,R,12th Grade,42,15,1,26,4,0,1,16,0,2,19,0,0,1,0,13,1,1,27,0,5,42,42,41,42,29,41
14763,Stevens,33049.0,Wellpinit School District #49,2550.0,Wellpinit High School,P,12th Grade,19,9,0,10,12,0,0,3,0,3,1,5,0,1,2,14,0,0,0,0,1,14,19,18,17,5,19
14779,Chelan,4246.0,Wenatchee School District,1802.0,Chelan County Juvenile Detention Center,J,12th Grade,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,2,0,0,2,2,2,2,1,2
14816,Chelan,4246.0,Wenatchee School District,5316.0,Open Doors Re-Engagement,R,12th Grade,50,19,0,31,1,0,2,27,0,0,20,8,0,0,3,39,5,0,13,0,10,42,50,50,47,11,45
14863,Chelan,4246.0,Wenatchee School District,2134.0,Wenatchee High School,P,12th Grade,532,274,0,258,2,4,7,232,0,15,272,52,0,63,29,269,97,2,7,10,80,480,531,469,503,263,435
14867,Chelan,4246.0,Wenatchee School District,4105.0,Wenatchee Valley Technical Skills Center,V,12th Grade,54,9,0,45,0,0,0,21,0,0,33,1,0,0,0,14,3,1,5,0,0,53,54,54,54,40,51
14871,Chelan,4246.0,Wenatchee School District,1613.0,Westside High School,A,12th Grade,139,61,0,78,1,0,0,68,0,3,67,23,0,3,14,81,10,0,27,7,9,116,139,136,125,58,129
14880,Spokane,32363.0,West Valley School District (Spokane),1628.0,Dishman Hills High School,5,12th Grade,133,13,109,11,0,0,10,25,3,5,90,3,0,0,31,127,0,0,28,7,20,130,131,133,102,6,133
14907,Spokane,32363.0,West Valley School District (Spokane),5356.0,re-engagement,R,12th Grade,2,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,0,0,1,0,2,2,2,2,2,0,2
14918,Spokane,32363.0,West Valley School District (Spokane),1838.0,Spokane Valley High School,A,12th Grade,26,16,0,10,0,0,0,0,0,5,21,1,0,0,0,10,0,0,4,3,1,25,25,26,26,16,26
14923,Spokane,32363.0,West Valley School District (Spokane),1842.0,Spokane Valley Transition School,5,12th Grade,67,29,2,36,1,0,1,7,0,5,53,0,0,2,2,47,0,0,17,0,5,67,67,65,65,20,67
14935,Spokane,32363.0,West Valley School District (Spokane),3195.0,West Valley High School,P,12th Grade,202,109,1,92,0,8,5,11,1,18,159,4,0,17,2,80,0,1,3,5,26,198,200,185,200,122,202
14972,Yakima,39208.0,West Valley School District (Yakima),3074.0,West Valley High School,P,12th Grade,373,169,0,204,1,11,5,99,0,11,246,13,0,27,12,147,1,4,22,6,43,360,369,346,361,226,372
14992,Yakima,39208.0,West Valley School District (Yakima),5506.0,WEST VALLEY VIRTUAL ACADEMY 9-12,5,12th Grade,43,17,0,26,1,3,1,10,1,1,26,1,0,1,0,9,0,0,15,1,0,42,43,42,43,34,43
15022,Lewis,21303.0,White Pass School District,2859.0,White Pass Jr. Sr. High School,P,12th Grade,38,19,0,19,0,0,0,3,0,1,34,0,0,0,4,19,0,0,4,1,4,38,38,38,34,19,38
15060,Pierce,27416.0,White River School District,4569.0,White River High School,P,12th Grade,308,134,0,174,5,8,2,33,1,9,250,5,0,22,3,77,0,1,11,14,50,303,307,286,305,231,308
15065,Pierce,27416.0,White River School District,5338.0,White River Reengagement Program,R,12th Grade,16,8,0,8,0,0,0,1,0,0,15,0,0,0,2,6,0,0,7,0,0,16,15,16,14,10,16
15080,Klickitat,20405.0,White Salmon Valley School District,2330.0,Columbia High School,P,12th Grade,92,42,0,50,2,2,0,26,0,2,60,4,0,11,5,33,3,1,3,5,14,88,90,81,87,59,89
15097,Klickitat,20405.0,White Salmon Valley School District,5077.0,White Salmon Academy,A,12th Grade,15,6,0,9,0,0,0,8,0,1,6,4,0,0,3,11,1,0,3,2,1,11,15,15,12,4,14
15110,Lincoln,22200.0,Wilbur School District,3289.0,Wilbur Secondary School,P,12th Grade,23,13,0,10,1,0,0,0,1,2,19,0,0,0,0,8,0,0,0,0,4,23,23,23,23,15,23
15125,Pacific,25160.0,Willapa Valley School District,2542.0,Willapa Valley Middle-High,P,12th Grade,27,12,0,15,0,1,0,2,0,1,23,0,0,0,0,9,0,0,1,1,5,27,27,27,27,18,27
15142,Grant,13167.0,Wilson Creek School District,2473.0,Wilson Creek High,P,12th Grade,8,3,0,5,0,0,0,2,0,1,5,0,0,0,0,6,0,0,3,1,0,8,8,8,8,2,8
15161,Lewis,21232.0,Winlock School District,3597.0,Winlock Senior High,P,12th Grade,39,19,0,20,1,0,0,10,0,4,24,3,0,0,4,35,7,0,2,2,5,36,39,39,35,4,32
15166,Lewis,21232.0,Winlock School District,1829.0,Winolequa Learning Academy,A,12th Grade,13,3,0,10,0,0,0,2,0,1,10,0,0,0,4,13,0,0,2,0,4,13,13,13,9,0,13
15171,Grays Harbor,14117.0,Wishkah Valley School District,3375.0,Wishkah Valley Elementary/High School,P,12th Grade,6,4,0,2,0,0,0,0,0,0,6,0,0,0,1,5,0,0,1,0,1,6,6,6,5,1,6
15185,Klickitat,20094.0,Wishram School District,2605.0,Wishram High And Elementary Schl,P,12th Grade,11,2,0,9,3,0,0,1,0,1,6,0,0,0,1,9,2,0,1,1,2,11,10,11,10,2,9
15209,Cowlitz,8404.0,Woodland School District,1795.0,Woodland Alternative School,A,12th Grade,30,14,0,16,0,0,2,1,0,0,27,0,0,1,4,15,0,1,9,3,4,30,30,29,26,15,30
15214,Cowlitz,8404.0,Woodland School District,3546.0,Woodland High School,P,12th Grade,193,86,0,107,0,2,1,31,0,8,151,4,0,61,8,84,1,5,11,2,31,189,193,132,185,109,192
15255,Yakima,39007.0,Yakima School District,2116.0,Davis High School,P,12th Grade,540,286,0,254,3,5,6,449,0,15,62,93,0,56,7,384,49,0,27,11,59,447,539,484,533,156,491
15274,Yakima,39007.0,Yakima School District,3206.0,Eisenhower High School,P,12th Grade,552,279,0,273,4,2,5,401,0,12,128,113,0,36,16,392,63,9,49,18,75,439,547,516,536,160,489
15306,Yakima,39007.0,Yakima School District,4092.0,Juvenile Detention Center,J,12th Grade,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,1,0,3,0,1,3,2,3,3,0,2
15352,Yakima,39007.0,Yakima School District,5264.0,Ridgeview Group Home,I,12th Grade,3,3,0,0,0,0,1,0,0,0,2,0,0,0,1,3,0,0,2,0,0,3,3,3,2,0,3
15370,Yakima,39007.0,Yakima School District,4093.0,Stanton Academy,A,12th Grade,122,67,0,55,4,0,3,91,0,6,18,28,0,1,19,113,37,1,41,9,10,94,118,121,103,9,85
15392,Yakima,39007.0,Yakima School District,5153.0,Yakima Online,A,12th Grade,33,23,0,10,0,0,0,23,0,1,9,4,0,0,0,22,3,0,13,2,3,29,32,33,33,11,30
15399,Yakima,39007.0,Yakima School District,5355.0,Yakima Open Doors,R,12th Grade,61,36,0,25,1,0,0,51,0,2,7,18,0,1,0,49,9,0,14,4,4,43,60,60,61,12,52
15403,Yakima,39007.0,Yakima School District,5224.0,Yakima Satellite Alternative Programs,A,12th Grade,6,2,0,4,0,0,0,3,0,0,3,0,0,0,0,3,0,0,1,0,0,6,6,6,6,3,6
15452,Thurston,34002.0,Yelm School District,1627.0,Yelm Extension School,A,12th Grade,86,48,0,38,0,1,3,7,0,6,69,0,0,0,0,47,0,6,30,4,3,86,85,86,86,39,86
15457,Thurston,34002.0,Yelm School District,2633.0,Yelm High School 12,P,12th Grade,380,197,0,183,2,4,6,50,5,34,279,6,0,37,9,135,1,10,28,20,64,374,378,343,371,245,379
15480,Yakima,39205.0,Zillah School District,2240.0,Zillah High School,P,12th Grade,112,50,0,62,2,0,0,46,0,4,60,6,0,4,3,50,8,1,5,4,5,106,112,108,109,62,104
